Date,LMCADS03,LMCADY,DXY,COMXCOPR,SPX,BCOM,MXWD,CL1,XAU,XAG
2021-09-24,9332.5,9343.75,93.33,52843.0,4455.48,98.9774,730.46,73.98,1750.42,22.4205
2021-09-27,9362.0,9372.5,93.38,52842.0,4443.11,100.8251,728.96,75.45,1750.16,22.6275
2021-09-28,9269.0,9281.1,93.77,54430.0,4352.63,100.9161,715.46,75.29,1734.01,22.4555
2021-09-29,9155.0,9174.0,94.34,55112.0,4359.46,99.5976,713.99,74.83,1726.37,21.5358
2021-09-30,8936.5,8944.5,94.23,56467.0,4307.54,100.7581,709.51,75.03,1756.95,22.171
2021-10-01,9128.0,9135.0,94.04,56467.0,4357.04,100.927,712.44,75.88,1760.98,22.5385
2021-10-04,9250.5,9257.5,93.78,56467.0,4300.46,102.0533,705.53,77.62,1769.57,22.6818
2021-10-05,9174.0,9177.0,93.98,56484.0,4345.72,103.8534,710.38,78.93,1760.18,22.6324
2021-10-06,9045.5,9052.6,94.27,56484.0,4363.55,101.5926,709.69,77.43,1762.74,22.6251
2021-10-07,9280.0,9289.5,94.22,56484.0,4399.76,102.3416,717.83,78.3,1755.78,22.6025
2021-10-08,9361.0,9387.75,94.07,56484.0,4391.34,102.6205,717.49,79.35,1757.13,22.6768
2021-10-11,9543.0,9604.75,94.32,56545.0,4361.19,102.7131,715.55,80.52,1754.15,22.582
2021-10-12,9465.0,9520.0,94.52,56545.0,4350.65,102.7287,713.31,80.64,1760.18,22.5629
2021-10-13,9651.0,9759.5,94.08,56439.0,4363.8,103.2766,716.73,80.44,1792.97,23.093
2021-10-14,9984.0,10131.0,93.96,56439.0,4438.26,104.4107,726.63,81.31,1795.87,23.5195
2021-10-15,10281.0,10538.0,93.94,56439.0,4471.37,104.729,732.95,82.28,1767.62,23.3098
2021-10-18,10196.0,11299.5,93.95,56347.0,4486.46,103.6177,733.85,82.44,1764.86,23.1933
2021-10-19,10149.5,10487.5,93.73,56347.0,4519.63,103.9065,739.24,82.96,1769.29,23.667
2021-10-20,10185.5,10481.25,93.56,56092.0,4536.19,105.1448,742.08,83.87,1782.08,24.292
2021-10-21,9831.5,10078.5,93.77,56025.0,4549.78,103.19,742.49,82.5,1782.9,24.156
2021-10-22,9704.0,9857.0,93.64,55981.0,4544.9,103.7541,742.26,83.76,1792.65,24.3233
2021-10-25,9867.5,10070.75,93.81,55890.0,4566.48,105.8398,744.35,83.76,1807.73,24.5697
2021-10-26,9788.5,9955.5,93.95,56137.0,4574.79,105.6777,745.84,84.65,1792.91,24.1575
2021-10-27,9548.0,9667.0,93.8,56521.0,4551.68,105.0775,741.75,82.66,1796.81,24.0638
2021-10-28,9666.5,9855.5,93.35,56924.0,4596.42,104.2984,746.98,82.81,1798.91,24.079
2021-10-29,9496.0,9808.5,94.12,57235.0,4605.38,103.3578,745.23,83.57,1783.38,23.903
2021-11-01,9555.0,9993.0,93.88,57381.0,4613.67,103.6426,748.5,84.05,1793.28,24.0445
2021-11-02,9495.5,9770.5,94.09,58629.0,4630.65,104.2177,749.53,83.91,1787.76,23.5369
2021-11-03,9458.5,9648.5,93.86,58629.0,4660.57,103.1319,752.89,80.86,1769.84,23.5191
2021-11-04,9439.0,9699.0,94.35,59113.0,4680.06,102.5742,755.85,78.81,1792.04,23.7955
2021-11-05,9518.0,9753.0,94.32,59591.0,4697.53,102.7359,757.13,81.27,1818.36,24.16
2021-11-08,9637.5,9907.5,94.05,60030.0,4701.7,102.7802,758.57,81.93,1824.18,24.4595
2021-11-09,9553.0,9765.5,93.96,58992.0,4685.25,102.4712,756.81,84.15,1831.92,24.3064
2021-11-10,9533.0,9705.5,94.85,59193.0,4646.71,102.0168,751.46,81.34,1849.6,24.639
2021-11-11,9633.5,9810.5,95.18,57876.0,4649.27,103.3308,752.02,81.59,1862.11,25.2565
2021-11-12,9711.0,9841.0,95.13,57319.0,4682.85,102.7969,756.83,80.79,1864.9,25.3176
2021-11-15,9673.0,9705.5,95.41,56794.0,4682.8,103.1564,757.47,80.88,1862.84,25.0631
2021-11-16,9561.0,9576.5,95.92,56794.0,4700.9,103.3382,758.86,80.76,1850.63,24.8341
2021-11-17,9406.5,9421.4,95.83,57717.0,4688.67,102.408,756.35,78.36,1867.48,25.0858
2021-11-18,9441.5,9508.5,95.54,58017.0,4704.54,102.5491,756.58,79.01,1858.94,24.8048
2021-11-19,9646.5,9753.0,96.03,58138.0,4697.96,102.3109,754.92,76.1,1845.73,24.6185
2021-11-22,9726.5,9835.5,96.55,58618.0,4682.94,102.093,750.57,76.75,1804.65,24.1818
2021-11-23,9710.5,9805.0,96.49,59004.0,4690.7,103.2419,749.2,78.5,1789.16,23.659
2021-11-24,9835.0,9895.0,96.88,59004.0,4701.46,103.5881,749.3,78.39,1788.61,23.552
2021-11-25,9801.5,9891.5,96.77,59004.0,4701.46,103.5881,750.3,78.39,1788.85,23.5995
2021-11-26,9460.0,9572.0,96.09,59004.0,4594.62,100.103,733.53,68.15,1802.59,23.1555
2021-11-29,9577.5,9662.5,96.34,58663.0,4655.27,98.7195,738.18,69.95,1784.6,22.9041
2021-11-30,9442.5,9515.5,95.99,58671.0,4567.0,95.7976,726.53,66.18,1774.52,22.8355
2021-12-01,9444.0,9492.0,96.03,58671.0,4513.04,95.203,724.65,65.57,1781.73,22.3165
2021-12-02,9496.0,9590.0,96.16,58671.0,4577.1,95.1181,730.1,66.5,1768.74,22.386
2021-12-03,9418.0,9486.0,96.12,58671.0,4538.43,95.7939,724.18,66.26,1783.29,22.5239
2021-12-06,9505.0,9558.25,96.33,58671.0,4591.67,95.6962,729.85,69.49,1778.67,22.3865
2021-12-07,9595.0,9612.5,96.37,58671.0,4686.75,96.6927,745.21,72.05,1784.13,22.5051
2021-12-08,9652.5,9654.75,95.89,58459.0,4701.21,97.253,748.11,72.36,1782.99,22.4344
2021-12-09,9534.5,9541.75,96.27,58131.0,4667.45,96.5513,743.61,70.94,1775.33,21.9624
2021-12-10,9506.5,9506.9,96.1,58131.0,4712.02,96.8966,746.26,71.67,1782.84,22.1958
2021-12-13,9447.5,9435.0,96.32,58710.0,4668.97,96.4993,740.27,71.29,1786.67,22.3348
2021-12-14,9412.0,9406.5,96.57,58712.0,4634.09,95.9836,734.72,70.73,1770.85,21.9464
2021-12-15,9199.5,9214.5,96.51,59069.0,4709.85,95.5179,741.88,70.87,1776.92,22.0728
2021-12-16,9507.5,9524.5,96.04,59069.0,4668.67,97.0352,740.91,72.38,1799.35,22.4915
2021-12-17,9437.5,9467.5,96.57,59766.0,4620.64,96.4217,734.67,70.86,1798.11,22.3695
2021-12-20,9446.5,9463.0,96.55,60337.0,4568.02,95.3807,724.73,68.23,1790.93,22.271
2021-12-21,9534.0,9559.5,96.49,61615.0,4649.23,97.145,736.41,71.12,1789.27,22.5183
2021-12-22,9607.0,9639.0,96.08,62953.0,4696.56,98.7249,743.33,72.76,1803.67,22.811
2021-12-23,9612.0,9638.0,96.02,64033.0,4725.79,98.8989,748.66,73.79,1808.81,22.8818
2021-12-24,9568.0,9595.0,96.02,64033.0,4725.79,98.8989,748.88,73.79,1810.26,23.0205
2021-12-27,9568.0,9595.0,96.09,65555.0,4791.19,100.3759,755.36,75.57,1812.13,23.0676
2021-12-28,9568.0,9595.0,96.2,66718.0,4786.35,100.0572,756.06,75.98,1806.18,23.02
2021-12-29,9680.5,9725.5,95.93,67585.0,4793.06,100.1863,756.4,76.56,1804.71,22.8331
2021-12-30,9691.5,9724.0,95.97,68611.0,4778.73,99.4285,755.3,76.99,1814.67,23.0426
2021-12-31,9720.5,9740.63,95.67,69667.0,4766.18,99.1694,754.83,75.21,1829.2,23.3083
2022-01-03,9720.5,9740.63,96.21,70325.0,4796.56,99.464,756.94,76.08,1801.45,22.8997
2022-01-04,9768.0,9788.5,96.26,70944.0,4793.54,100.5795,758.43,76.99,1814.6,23.053
2022-01-05,9698.0,9708.25,96.17,71930.0,4700.58,101.1573,748.24,77.85,1810.44,22.8053
2022-01-06,9531.0,9542.75,96.32,72636.0,4696.05,100.7846,744.03,79.46,1791.16,22.1987
2022-01-07,9647.0,9692.0,95.72,74039.0,4677.03,101.2864,743.18,78.9,1796.55,22.3682
2022-01-10,9563.5,9574.0,95.99,75391.0,4670.29,100.8585,741.24,78.23,1801.68,22.4686
2022-01-11,9719.5,9734.5,95.62,76021.0,4713.07,102.7651,747.63,81.22,1821.6,22.7822
2022-01-12,10064.0,10081.0,94.92,76512.0,4726.35,104.4179,753.61,82.64,1826.15,23.1443
2022-01-13,9958.5,9972.25,94.79,77168.0,4659.03,103.048,746.67,82.12,1822.54,23.089
2022-01-14,9719.5,9730.25,95.17,78023.0,4662.85,103.5431,744.41,83.82,1817.94,22.963
2022-01-17,9731.0,9749.0,95.26,78023.0,4662.85,103.5431,744.84,83.82,1819.23,23.019
2022-01-18,9676.0,9685.5,95.73,78720.0,4577.11,104.124,733.18,85.43,1813.74,23.4707
2022-01-19,9841.5,9864.0,95.51,79694.0,4532.76,105.4421,727.75,86.96,1840.54,24.1385
2022-01-20,9990.0,10018.25,95.74,80153.0,4482.73,105.7311,725.44,86.9,1839.29,24.4707
2022-01-21,9941.0,9984.0,95.64,80635.0,4397.94,105.3587,712.8,85.14,1835.38,24.2975
2022-01-24,9728.0,9763.0,95.92,81127.0,4410.13,104.6155,707.23,83.31,1843.06,23.9868
2022-01-25,9801.0,9835.75,95.95,81538.0,4356.45,105.6162,700.19,85.6,1848.02,23.8105
2022-01-26,9916.5,9952.5,96.48,81714.0,4349.93,106.6277,701.13,87.35,1819.59,23.5305
2022-01-27,9782.0,9836.75,97.26,81801.0,4326.51,106.1891,694.75,86.61,1797.43,22.768
2022-01-28,9507.5,9556.5,97.27,81608.0,4431.85,107.1477,705.12,86.82,1791.53,22.4727
2022-01-31,9506.0,9578.0,96.54,81066.0,4515.55,107.8627,717.38,88.15,1797.17,22.466
2022-02-01,9696.5,9737.5,96.39,80782.0,4546.54,108.5735,723.49,88.2,1801.19,22.645
2022-02-02,9839.5,9877.75,95.94,80420.0,4589.38,110.2686,729.08,88.26,1806.8,22.6554
2022-02-03,9832.5,9868.5,95.38,80206.0,4477.44,109.3401,716.16,90.27,1804.85,22.4241
2022-02-04,9841.5,9870.5,95.49,79528.0,4500.53,109.5738,718.76,92.31,1808.28,22.5172
2022-02-07,9777.5,9806.75,95.4,79453.0,4483.87,109.3966,718.22,91.32,1820.47,23.0125
2022-02-08,9781.0,9809.25,95.64,79306.0,4521.54,108.913,721.92,89.36,1825.92,23.1852
2022-02-09,10059.0,10103.0,95.49,79306.0,4587.18,109.743,733.2,89.66,1833.36,23.3135
2022-02-10,10254.0,10305.0,95.55,79157.0,4504.08,109.4918,726.31,89.88,1826.85,23.2001
2022-02-11,9860.5,9894.25,96.08,78919.0,4418.64,109.8974,715.46,93.1,1858.76,23.5852
2022-02-14,9920.0,9984.5,96.37,78146.0,4401.67,111.1035,708.34,95.46,1871.18,23.842
2022-02-15,9968.5,10009.5,95.99,76676.0,4471.07,109.8897,717.81,92.07,1853.61,23.3645
2022-02-16,9992.5,10034.75,95.7,75881.0,4475.01,111.674,720.1,93.66,1869.8,23.5975
2022-02-17,9929.0,9982.0,95.8,75146.0,4380.26,111.5362,709.39,91.76,1898.43,23.8348
2022-02-18,9956.0,10010.0,96.04,73921.0,4348.87,111.6303,703.34,91.07,1898.43,23.922
2022-02-21,9898.0,9946.0,96.08,73921.0,4348.87,111.6303,700.9,91.07,1906.29,23.8993
2022-02-22,9915.0,9962.25,96.03,73224.0,4304.76,113.5406,694.57,92.35,1898.64,24.1139
2022-02-23,9866.0,9906.5,96.19,72410.0,4225.5,114.3391,686.23,92.1,1909.01,24.552
2022-02-24,9864.0,9918.5,97.14,71657.0,4288.7,115.267,681.96,92.81,1903.89,24.2175
2022-02-25,9873.0,9918.0,96.62,71496.0,4384.65,112.3975,698.53,91.59,1889.34,24.2739
2022-02-28,9883.5,9919.0,96.71,70886.0,4373.94,114.5522,698.02,95.72,1908.99,24.45
2022-03-01,10061.5,10092.0,97.41,70389.0,4306.26,119.2955,688.59,103.41,1945.28,25.3769
2022-03-02,10166.0,10194.25,97.39,70127.0,4386.54,122.1001,694.98,110.6,1928.72,25.2965
2022-03-03,10351.0,10383.5,97.79,70157.0,4363.49,122.9271,690.75,107.67,1935.95,25.1748
2022-03-04,10674.0,10702.0,98.65,69884.0,4328.87,127.0295,679.32,115.68,1970.7,25.7005
2022-03-07,10281.5,10255.5,99.29,69786.0,4201.09,130.8658,660.77,119.4,1998.11,25.662
2022-03-08,10209.0,10160.75,99.06,69574.0,4170.7,132.6339,655.47,123.7,2050.76,26.4059
2022-03-09,10001.5,9964.0,97.97,69507.0,4277.88,125.8394,672.53,108.7,1991.83,25.775
2022-03-10,10117.0,10095.0,98.51,69565.0,4259.52,125.1253,671.23,106.02,1996.98,25.9125
2022-03-11,10183.5,10150.75,99.12,69770.0,4204.31,126.392,663.53,109.33,1988.46,25.8708
2022-03-14,9935.0,9894.5,99.0,69571.0,4173.11,123.799,658.61,103.01,1950.88,25.0462
2022-03-15,9904.0,9857.25,99.1,71167.0,4262.45,121.899,664.83,96.44,1917.94,24.8932
2022-03-16,10054.0,10056.0,98.62,71973.0,4357.86,120.6707,683.17,95.04,1927.29,25.0898
2022-03-17,10243.0,10231.5,97.97,72060.0,4411.67,124.3487,695.25,102.98,1942.89,25.379
2022-03-18,10331.0,10327.0,98.23,72648.0,4463.12,123.361,701.46,104.7,1921.62,24.9642
2022-03-21,10295.0,10284.55,98.5,72995.0,4461.18,125.669,700.82,112.12,1935.91,25.2072
2022-03-22,10268.0,10259.5,98.49,73229.0,4511.61,125.5496,708.21,111.76,1921.69,24.7795
2022-03-23,10438.5,10443.0,98.62,73297.0,4456.24,128.8447,703.14,114.93,1943.86,25.111
2022-03-24,10349.5,10327.0,98.79,73345.0,4520.16,129.1574,708.82,112.34,1957.69,25.5336
2022-03-25,10267.0,10249.0,98.79,73680.0,4543.06,129.848,709.58,113.9,1958.29,25.5262
2022-03-28,10341.0,10341.0,99.09,73904.0,4575.52,126.2061,712.16,105.96,1922.8,24.877
2022-03-29,10316.5,10314.5,98.4,74229.0,4631.6,123.6243,723.16,104.24,1919.43,24.7718
2022-03-30,10367.5,10360.5,97.79,74523.0,4602.45,126.4538,721.11,107.82,1932.87,24.873
2022-03-31,10375.0,10367.51,98.31,74733.0,4530.41,124.4109,711.56,100.28,1937.44,24.793
2022-04-01,10353.5,10343.0,98.63,74331.0,4545.86,123.8774,712.67,99.27,1925.68,24.63
2022-04-04,10469.0,10451.75,99.0,74518.0,4582.64,125.5651,718.79,103.28,1932.73,24.538
2022-04-05,10455.0,10433.0,99.47,74730.0,4525.12,126.2058,711.83,101.96,1923.6,24.3218
2022-04-06,10305.0,10286.75,99.6,75052.0,4481.15,124.5122,703.14,96.23,1925.35,24.46
2022-04-07,10311.5,10314.5,99.75,75371.0,4500.21,124.9259,702.39,96.03,1931.86,24.5993
2022-04-08,10323.5,10304.75,99.8,75373.0,4488.28,126.4148,702.13,98.26,1947.54,24.7735
2022-04-11,10200.5,10181.75,99.93,75485.0,4412.53,125.9407,692.77,94.29,1953.52,25.098
2022-04-12,10342.5,10326.25,100.29,78309.0,4397.45,128.8055,690.06,100.6,1966.76,25.372
2022-04-13,10299.0,10284.0,99.88,78859.0,4446.59,131.0126,695.91,104.25,1977.8,25.7325
2022-04-14,10315.0,10297.5,100.32,79330.0,4392.59,132.4326,690.71,106.95,1973.71,25.67
2022-04-15,10315.0,10297.5,100.5,79330.0,4392.59,132.4326,690.21,106.95,1978.24,25.5475
2022-04-18,10315.0,10297.5,100.78,80116.0,4391.69,134.9936,688.63,108.21,1978.91,25.865
2022-04-19,10304.5,10281.5,100.96,80470.0,4462.21,131.3248,694.23,102.56,1950.09,25.181
2022-04-20,10223.0,10196.0,100.39,80880.0,4459.45,131.0292,696.27,102.75,1957.77,25.2045
2022-04-21,10285.0,10272.0,100.58,80746.0,4393.66,131.2995,688.47,103.79,1951.62,24.6615
2022-04-22,10110.0,10113.25,101.22,80599.0,4271.78,129.0307,671.63,102.07,1931.6,24.1425
2022-04-25,9769.0,9783.8,101.75,81321.0,4296.12,126.8343,668.61,98.54,1897.83,23.6215
2022-04-26,9860.0,9863.5,102.3,82655.0,4175.2,128.2956,655.01,101.7,1905.51,23.483
2022-04-27,9856.0,9866.5,102.95,83240.0,4183.96,129.6554,653.9,102.02,1886.1,23.3025
2022-04-28,9697.0,9696.0,103.62,83756.0,4287.5,129.1717,665.8,105.36,1894.45,23.1545
2022-04-29,9769.5,9770.5,102.96,84014.0,4131.93,129.4827,653.67,104.69,1896.93,22.7768
2022-05-02,9769.5,9770.5,103.74,83504.0,4155.38,128.971,653.57,105.17,1863.02,22.6405
2022-05-03,9410.0,9405.75,103.47,83552.0,4175.48,128.6199,656.13,102.41,1868.12,22.5715
2022-05-04,9473.5,9468.0,102.59,83325.0,4300.17,131.4432,667.08,107.81,1881.22,22.9803
2022-05-05,9489.5,9512.5,103.75,83161.0,4146.87,132.4048,650.08,108.26,1877.18,22.51
2022-05-06,9414.5,9411.0,103.66,85980.0,4123.34,130.3436,643.67,109.77,1883.81,22.3596
2022-05-09,9237.5,9240.4,103.65,85317.0,3991.24,124.7593,623.77,103.09,1854.17,21.798
2022-05-10,9228.5,9235.75,103.92,84598.0,4001.05,124.6191,624.38,99.76,1838.27,21.2645
2022-05-11,9340.0,9358.75,103.85,84133.0,3935.18,127.4119,619.54,105.71,1852.4,21.5727
2022-05-12,9090.0,9103.5,104.85,83472.0,3930.08,127.1488,615.27,106.13,1821.82,20.6791
2022-05-13,9159.0,9184.6,104.56,83115.0,4023.89,128.3122,629.19,110.49,1811.79,21.1144
2022-05-16,9238.5,9255.5,104.19,82491.0,4008.01,130.8399,627.86,114.2,1824.14,21.6205
2022-05-17,9366.0,9386.25,103.36,81184.0,4088.85,131.6289,640.43,112.4,1815.16,21.6343
2022-05-18,9235.0,9250.1,103.81,81045.0,3923.68,129.6334,623.64,109.59,1816.6,21.423
2022-05-19,9415.5,9460.5,102.72,80953.0,3900.79,131.1103,619.58,112.21,1841.85,21.9275
2022-05-20,9422.0,9451.0,103.15,79742.0,3901.36,130.5458,621.89,113.23,1846.5,21.775
2022-05-23,9548.0,9588.5,102.08,79943.0,3973.75,132.3495,631.44,110.29,1853.59,21.7945
2022-05-24,9453.5,9459.0,101.86,80584.0,3941.48,131.9297,625.72,109.77,1866.45,22.1167
2022-05-25,9373.0,9367.0,102.06,80259.0,3978.73,132.105,629.97,110.33,1853.46,21.989
2022-05-26,9353.0,9345.5,101.83,80574.0,4057.84,133.2613,639.3,114.09,1850.63,22.0142
2022-05-27,9459.0,9453.5,101.67,80050.0,4158.24,133.8715,652.84,115.07,1853.72,22.1133
2022-05-30,9543.0,9537.5,101.67,80050.0,4158.24,133.8715,656.87,115.07,1855.23,21.974
2022-05-31,9447.5,9445.5,101.75,79652.0,4132.15,131.343,652.81,114.67,1837.35,21.55
2022-06-01,9499.5,9498.5,102.5,79143.0,4101.23,132.8027,647.87,115.26,1846.6,21.8323
2022-06-02,9499.5,9498.5,101.82,79712.0,4176.82,133.8311,656.45,116.87,1868.58,22.3068
2022-06-03,9499.5,9498.5,102.14,79291.0,4108.54,133.8178,649.16,118.87,1851.19,21.9255
2022-06-06,9745.0,9743.0,102.44,79490.0,4121.43,136.3127,652.13,118.5,1841.43,22.0725
2022-06-07,9699.0,9699.25,102.32,79315.0,4160.68,136.4088,654.61,119.41,1852.37,22.235
2022-06-08,9730.0,9736.3,102.54,79577.0,4115.77,136.0384,650.94,122.11,1853.36,22.0521
2022-06-09,9615.0,9620.1,103.22,80186.0,4017.82,136.6096,637.77,121.51,1847.95,21.6917
2022-06-10,9447.5,9447.25,104.15,80549.0,3900.86,135.4343,620.31,120.67,1871.6,21.8895
2022-06-13,9294.0,9285.5,105.08,79989.0,3749.63,133.2447,597.64,120.93,1819.26,21.0782
2022-06-14,9230.5,9218.75,105.52,80420.0,3735.48,129.0639,593.77,118.93,1808.49,21.0485
2022-06-15,9230.0,9224.5,105.16,80420.0,3789.99,129.4447,600.3,115.31,1833.82,21.688
2022-06-16,9074.5,9079.75,103.63,80420.0,3666.77,130.3233,585.78,117.59,1857.33,21.9558
2022-06-17,8961.5,8967.0,104.7,80420.0,3674.84,126.7754,584.55,109.56,1839.39,21.6735
2022-06-20,8977.5,8989.5,104.7,80420.0,3674.84,126.7754,586.16,109.56,1838.74,21.7475
2022-06-21,8995.0,8995.49,104.44,80420.0,3764.79,126.329,597.33,110.65,1832.98,21.687
2022-06-22,8773.0,8773.5,104.2,79427.0,3759.89,124.7315,594.43,106.19,1837.72,21.4187
2022-06-23,8409.0,8397.0,104.43,79114.0,3795.73,120.9108,596.99,104.27,1822.77,20.954
2022-06-24,8381.0,8381.0,104.19,78779.0,3911.74,121.3129,612.67,107.62,1826.88,21.1645
2022-06-27,8417.5,8419.25,103.94,78581.0,3900.11,121.844,614.59,109.57,1822.85,21.161
2022-06-28,8365.5,8360.0,104.51,76158.0,3821.55,122.6985,606.71,111.76,1820.01,20.84
2022-06-29,8401.0,8399.25,105.11,75509.0,3818.83,122.2785,603.5,109.78,1817.73,20.744
2022-06-30,8258.0,8254.25,104.69,74345.0,3785.38,117.0482,596.77,105.76,1807.27,20.279
2022-07-01,8048.0,8040.25,105.14,73505.0,3825.33,117.1284,599.08,108.43,1811.43,19.8765
2022-07-04,8006.0,7998.5,105.14,73505.0,3825.33,117.1284,600.71,108.43,1808.15,19.9861
2022-07-05,7670.0,7657.75,106.54,73505.0,3831.39,111.8706,597.74,99.5,1764.76,19.2145
2022-07-06,7520.5,7506.25,107.1,73216.0,3845.08,110.7525,598.51,98.53,1738.86,19.208
2022-07-07,7822.5,7818.5,107.13,70822.0,3902.62,115.1385,607.89,102.73,1740.16,19.22
2022-07-08,7805.5,7795.0,107.01,69973.0,3899.38,115.9131,608.58,104.79,1742.48,19.315
2022-07-11,7584.5,7572.25,108.02,69850.0,3854.43,116.3843,600.82,104.09,1733.96,19.122
2022-07-12,7354.0,7335.0,108.07,67981.0,3818.8,111.9622,596.1,95.84,1726.0,18.9375
2022-07-13,7325.5,7310.5,107.96,67870.0,3801.78,113.6652,594.35,96.3,1735.51,19.2155
2022-07-14,7170.0,7160.0,108.54,66606.0,3790.38,111.7193,589.09,95.78,1709.94,18.4248
2022-07-15,7190.5,7178.25,108.06,66070.0,3863.16,113.4684,598.71,97.59,1708.17,18.7131
2022-07-18,7426.5,7411.0,107.37,65098.0,3830.85,117.1397,599.81,102.6,1709.22,18.6985
2022-07-19,7277.5,7254.5,106.68,64487.0,3936.69,116.0464,612.33,104.22,1711.67,18.7609
2022-07-20,7378.0,7358.0,107.08,63824.0,3959.9,117.5544,616.02,102.26,1696.58,18.6789
2022-07-21,7322.0,7304.0,106.91,63361.0,3998.95,115.8556,620.42,96.35,1718.81,18.8587
2022-07-22,7452.5,7433.0,106.73,62598.0,3961.63,116.5236,617.71,94.7,1727.64,18.5999
2022-07-25,7479.0,7463.75,106.48,61785.0,3966.84,118.072,617.56,96.7,1719.78,18.4389
2022-07-26,7536.5,7520.25,107.19,61341.0,3921.05,119.3385,612.23,94.98,1717.32,18.6261
2022-07-27,7637.0,7627.25,106.45,61341.0,4023.61,119.9368,622.69,97.26,1734.19,19.0876
2022-07-28,7762.0,7765.75,106.35,61115.0,4072.43,120.2881,630.42,96.42,1755.84,20.0122
2022-07-29,7917.5,7931.25,105.9,60891.0,4130.29,121.827,637.72,98.62,1765.94,20.3584
2022-08-01,7819.5,7821.25,105.45,60740.0,4118.63,119.8033,638.4,93.89,1772.17,20.3635
2022-08-02,7806.5,7808.75,106.24,60590.0,4091.19,117.7836,633.32,94.42,1760.39,19.978
2022-08-03,7677.5,7671.75,106.51,60240.0,4155.17,117.8687,639.0,90.66,1765.29,20.063
2022-08-04,7727.5,7720.2,105.69,60090.0,4151.94,118.0448,640.94,88.54,1791.28,20.1785
2022-08-05,7870.5,7862.5,106.62,59414.0,4145.19,117.8512,639.53,89.01,1775.5,19.8953
2022-08-08,7987.5,7986.75,106.44,59014.0,4140.06,117.2995,640.83,90.76,1788.96,20.668
2022-08-09,7983.0,7980.5,106.37,58613.0,4122.47,118.657,637.7,90.5,1794.29,20.5257
2022-08-10,8085.5,8080.98,105.2,58035.0,4210.24,120.7119,649.75,91.93,1792.38,20.5886
2022-08-11,8173.0,8165.5,105.09,57437.0,4207.27,123.6355,650.71,94.34,1789.72,20.3115
2022-08-12,8091.5,8085.0,105.63,57146.0,4280.15,123.2038,657.57,92.09,1802.4,20.824
2022-08-15,7980.0,7972.0,106.55,56436.0,4297.14,121.3813,659.09,89.41,1779.71,20.2727
2022-08-16,7979.0,7975.0,106.5,55922.0,4305.2,121.544,659.44,86.53,1775.69,20.1482
2022-08-17,7924.5,7925.25,106.57,55460.0,4274.04,121.3616,655.07,88.11,1761.77,19.8008
2022-08-18,8031.5,8045.25,107.48,55160.0,4283.74,121.4756,655.39,90.5,1758.61,19.539
2022-08-19,8078.5,8100.85,108.17,54648.0,4228.48,122.3162,646.81,90.77,1747.06,19.0475
2022-08-22,8027.0,8076.1,109.05,54123.0,4137.99,123.3756,635.46,90.23,1736.3,18.989
2022-08-23,8120.0,8170.75,108.62,54048.0,4128.73,123.9199,634.11,93.74,1748.15,19.1169
2022-08-24,8034.5,8058.25,108.68,53547.0,4140.77,124.7489,634.97,94.89,1751.19,19.1125
2022-08-25,8129.0,8167.0,108.47,53321.0,4199.12,124.1499,642.97,92.52,1758.71,19.2485
2022-08-26,8160.5,8188.25,108.8,52664.0,4057.66,124.5972,627.9,93.06,1738.14,18.8966
2022-08-29,8160.5,8188.25,108.84,52052.0,4030.61,125.605,621.52,97.01,1737.09,18.7625
2022-08-30,7864.0,7893.0,108.77,51712.0,3986.16,122.5635,616.75,91.64,1724.02,18.425
2022-08-31,7801.5,7845.5,108.7,51077.0,3955.0,121.6412,613.11,89.55,1711.04,17.992
2022-09-01,7597.0,7652.0,109.69,50720.0,3966.85,119.4641,608.31,86.61,1697.52,17.809
2022-09-02,7633.0,7691.0,109.53,50074.0,3924.26,119.1003,606.98,86.87,1712.19,18.0415
2022-09-05,7653.5,7731.0,109.53,50074.0,3924.26,119.1003,604.93,86.87,1710.4,18.1565
2022-09-06,7683.0,7751.0,110.21,49600.0,3908.19,117.4672,602.32,86.88,1702.14,18.0187
2022-09-07,7622.5,7698.5,109.84,48623.0,3979.87,115.7208,607.73,81.94,1718.37,18.4645
2022-09-08,7810.5,7919.0,109.71,48221.0,4006.18,116.1733,612.34,83.54,1708.46,18.5359
2022-09-09,7856.5,7924.0,109.0,47981.0,4067.36,118.5179,622.92,86.79,1716.83,18.8586
2022-09-12,7955.5,8079.5,108.33,47630.0,4110.41,120.78,631.0,87.78,1724.54,19.7975
2022-09-13,7868.5,7994.25,109.82,47405.0,3932.69,120.107,610.49,87.31,1702.17,19.3335
2022-09-14,7803.0,7893.5,109.66,46931.0,3946.01,121.3896,608.93,88.48,1697.32,19.6275
2022-09-15,7729.5,7848.75,109.74,46602.0,3901.35,117.7562,603.3,85.1,1665.11,19.1725
2022-09-16,7762.0,7869.0,109.76,46251.0,3873.33,116.7431,597.59,85.11,1675.06,19.5895
2022-09-19,7753.5,7826.5,109.74,45802.0,3899.89,116.8749,599.53,85.73,1675.84,19.5625
2022-09-20,7758.0,7826.0,110.22,45714.0,3855.93,117.3242,594.58,84.45,1664.89,19.2737
2022-09-21,7690.0,7749.0,110.64,45299.0,3789.93,116.9968,585.85,82.94,1673.89,19.5684
2022-09-22,7680.0,7739.0,111.35,45403.0,3757.99,116.0139,579.55,83.49,1671.22,19.635
